Date,Close,predict
2010-01-04,1210.6923828125,0.0
2010-01-05,1198.401123046875,0.0
2010-01-06,1179.9642333984375,0.0
2010-01-07,1161.5272216796875,0.0
2010-01-08,1173.818603515625,0.0
2010-01-11,1167.6729736328125,0.0
2010-01-12,1179.9642333984375,0.0
2010-01-13,1179.9642333984375,0.0
2010-01-14,1186.10986328125,0.0
2010-01-15,1186.10986328125,0.0
2010-01-18,1179.9642333984375,0.0
2010-01-19,1192.2554931640625,0.0
2010-01-20,1192.2554931640625,0.0
2010-01-21,1155.381591796875,0.0
2010-01-22,1149.2359619140625,0.0
2010-01-25,1155.381591796875,0.0
2010-01-26,1130.799072265625,0.0
2010-01-27,1118.5076904296875,0.0
2010-01-28,1149.2359619140625,0.0
2010-01-29,1149.2359619140625,0.0
2010-02-01,1149.2359619140625,0.0
2010-02-02,1143.09033203125,0.0
2010-02-03,1149.2359619140625,0.0
2010-02-04,1136.9447021484375,0.0
2010-02-05,1087.779541015625,0.0
2010-02-08,1063.1968994140625,0.0
2010-02-09,1075.4881591796875,0.0
2010-02-10,1069.342529296875,0.0
2010-02-11,1081.6339111328125,0.0
2010-02-12,1081.6339111328125,0.0
2010-02-15,1075.4881591796875,0.0
2010-02-16,1087.779541015625,0.0
2010-02-17,1106.2164306640625,0.0
2010-02-18,1100.07080078125,0.0
2010-02-19,1112.362060546875,0.0
2010-02-22,1112.362060546875,0.0
2010-02-23,1130.799072265625,0.0
2010-02-24,1118.5076904296875,0.0
2010-02-25,1100.07080078125,0.0
2010-03-01,1100.07080078125,0.0
2010-03-02,1106.2164306640625,0.0
2010-03-03,1100.07080078125,0.0
2010-03-04,1093.9251708984375,0.0
2010-03-05,1093.9251708984375,0.0
2010-03-08,1124.6534423828125,0.0
2010-03-09,1136.9447021484375,0.0
2010-03-10,1149.2359619140625,0.0
2010-03-11,1179.9642333984375,0.0
2010-03-12,1167.6729736328125,0.0
2010-03-15,1179.9642333984375,0.0
2010-03-17,1216.838134765625,0.0
2010-03-18,1278.2945556640625,0.0
2010-03-19,1278.2945556640625,0.0
2010-03-22,1229.12939453125,0.0
2010-03-23,1266.0032958984375,0.0
2010-03-24,1327.459716796875,0.0
2010-03-25,1327.459716796875,0.0
2010-03-26,1339.7509765625,0.0
2010-03-29,1327.459716796875,0.0
2010-03-30,1352.0423583984375,0.0
2010-03-31,1315.16845703125,0.0
2010-04-01,1290.5858154296875,0.0
2010-04-05,1302.877197265625,0.0
2010-04-06,1302.877197265625,0.0
2010-04-07,1290.5858154296875,0.0
2010-04-08,1241.420654296875,0.0
2010-04-09,1241.420654296875,0.0
2010-04-12,1302.877197265625,0.0
2010-04-13,1290.5858154296875,0.0
2010-04-14,1290.5858154296875,0.0
2010-04-15,1290.5858154296875,0.0
2010-04-16,1253.7119140625,0.0
2010-04-19,1253.7119140625,0.0
2010-04-20,1278.2945556640625,0.0
2010-04-21,1315.16845703125,0.0
2010-04-22,1315.16845703125,0.0
2010-04-23,1302.877197265625,0.0
2010-04-26,1290.5858154296875,0.0
2010-04-27,1302.877197265625,0.0
2010-04-28,1302.877197265625,0.0
2010-04-29,1364.3336181640625,0.0
2010-04-30,1425.7900390625,0.0
2010-05-03,1413.498779296875,0.0
2010-05-04,1401.20751953125,0.0
2010-05-05,1302.877197265625,0.0
2010-05-06,1302.877197265625,0.0
2010-05-07,1266.0032958984375,0.0
2010-05-10,1339.7509765625,0.0
2010-05-11,1278.2945556640625,0.0
2010-05-12,1302.877197265625,0.0
2010-05-14,1327.459716796875,0.0
2010-05-17,1327.459716796875,0.0
2010-05-18,1364.3336181640625,0.0
2010-05-19,1290.5858154296875,0.0
2010-05-20,1278.2945556640625,0.0
